,0
1653,9330158H04Rik
1654,Chrm2
1655,Ptn
1656,Tbxas1
1657,Gm42962
1658,1700025N23Rik
1659,Parp12
1660,Clec5a
1661,Mgam
1662,Prss2
1663,Trbc1
1664,Trbc2
1665,Kel
1666,Tas2r143
1667,Gm44731
1668,Cntnap2
1669,Gm54719
1670,Sspo
1671,Rarres2
1672,Gm38804
1673,Gimap6
1674,Gpnmb
1675,Fam221a
1676,Stk31
1677,Npy
1678,Gm3455
1679,Osbpl3
1680,5430402O13Rik
1681,C530044C16Rik
1682,Gm44109
1683,Gm44077
1684,Hoxaas3
1685,Tril
1686,Gm16499
1687,Gm28402
1688,Crhr2
1689,Inmt
1690,Neurod6
1691,Itprid1
1692,Abcg2
1693,Gm56984
1694,Gm45060
1695,Gprin3
1696,A530053G22Rik
1697,Snca
1698,Mmrn1
1699,Ccser1
1700,Grid2
1701,Tnip3
1702,Ndnf
1703,2610300M13Rik
1704,Gadd45a
1705,Gm38825
1706,Il12rb2
1707,Il23r
1708,Gm42889
1709,Tacstd2
1710,Igkv1-117
1711,Igkv2-109
1712,Igkv6-32
1713,Igkv6-29
1714,Igkv8-27
1715,Igkv8-19
1716,Igkv3-12
1717,Igkv3-4
1718,Gm30211
1719,Igkc
1720,Eif2ak3
1721,Cd8b1
1722,Cd8a
1723,Polr1a
1724,4933431G14Rik
1725,Tcf7l1
1726,Gm15402
1727,Gm20560
1728,Dnah6
1729,Ctnna2
1730,Reg3g
1731,Lrrtm4
1732,2310069B03Rik
1733,Sema4f
1734,Dqx1
1735,Ccdc142os
1736,Gm44287
1737,Actg2
1738,Stambp
1739,Dysf
1740,Cyp26b1
1741,Sfxn5
1742,Egr4
1743,Nat8f7
1744,Nat8
1745,Nat8f2
1746,Nat8f4
1747,Gm43936
1748,Asprv1
1749,Mxd1
1750,Gm44214
1751,Anxa4
1752,Gkn3
1753,Arhgap25
1754,Efcc1
1755,H1f10
1756,Gm56927
1757,Gm56930
1758,Gata2
1759,Dnajb8
1760,Gm44170
1761,Gm26588
1762,Mgll
1763,Chst13
1764,Gm44421
1765,Fgd5
1766,4930466I24Rik
1767,Adamts9
1768,A730049H05Rik
1769,9530026P05Rik
1770,Lrig1
1771,Tafa1
1772,Tafa4
1773,Eogt
1774,Gm32592
1775,Gm44196
1776,Gm52870
1777,Prok2
1778,Gm26748
1779,Gxylt2
1780,Gm43948
1781,Pdzrn3
1782,Chl1
1783,Cntn4
1784,Il5ra
1785,Gm44040
1786,Gm17055
1787,Gm20387
1788,Grm7
1789,Lmcd1
1790,Ogg1
1791,Gm43964
1792,Atp2b2
1793,Slc6a11
1794,Gm38875
1795,Hrh1
1796,Syn2
1797,Timp4
1798,Pparg
1799,Mkrn2os
1800,Tmem40
1801,H1f8
1802,Plxnd1
1803,Alox5
1804,Depp1
1805,Cxcl12
1806,Gm9946
1807,Gm45083
1808,1700030F04Rik
1809,Cacna1c
1810,Cacna2d4
1811,B4galnt3
1812,1700072O05Rik
1813,Cecr2
1814,Gm43915
1815,Slc6a13
1816,Slc6a12
1817,A2m
1818,Klrg1
1819,Aicda
1820,Gm16556
1821,Nanog
1822,Slc2a3
1823,Clec4a4
1824,Clec4b2
1825,Clec4n
1826,Clec4d
1827,Clec4e
1828,Vmn2r19
1829,Cd163
1830,Gm56975
1831,C1s1
1832,Ptpn6
1833,Gm20531
1834,Atn1
1835,Cdca3
1836,Gnb3
1837,Cd4
1838,Plekhg6
1839,Gm32673
1840,Gm28809
1841,Vwf
1842,Ntf3
1843,Fgf23
1844,Platr31
1845,Ccnd2
1846,Prmt8
1847,Tspan11
1848,Gm15870
1849,Tead4
1850,A2ml1
1851,Klrb1a
1852,Klrb1
1853,Klrb1c
1854,Klrb1b
1855,Gm44066
1856,Gm15987
1857,Clec2e
1858,Clec2d
1859,2310001H17Rik
1860,Gm47861
1861,Cd69
1862,Clec2m
1863,Clec12a
1864,Gm43914
1865,Clec1a
1866,Clec7a
1867,Olr1
1868,Klre1
1869,Klrd1
1870,Klrk1
1871,Klrc1
1872,Klri1
1873,Klri2
1874,Klra17
1875,Klra5
1876,Klra6
1877,Klra4
1878,Klra8
1879,Klra9
1880,Klra7
1881,ENSMUSG00000121360
1882,Klra3
1883,Klra1
1884,Klra2
1885,Styk1
1886,4933406J09Rik
1887,Bcl2l14
1888,Gm36328
1889,Apold1
1890,Emp1
1891,Grin2b
1892,Plbd1
1893,Gucy2c
1894,Mgp
1895,Pde6h
1896,Rerg
1897,Ptpro
1898,Eps8
1899,Mgst1
1900,Gm30524
1901,Pde3a
1902,Slco1c1
1903,Gm5724
1904,Slco1a4
1905,Slco1a6
1906,Ldhb
1907,Kcnj8
1908,Abcc9
1909,St8sia1
1910,Sox5
1911,Casc1
1912,Gm56931
1913,Lmntd1
1914,Gm15704
1915,Itpr2
1916,Ppfibp1
1917,Rep15
1918,Pthlh
1919,Gm6288
1920,Far2
1921,Tmtc1
1922,Dennd5b
1923,Amn1
1924,Resf1
1925,Gm57250
1926,Prkcg
1927,Tmc4
1928,Pirb
1929,Pira2
1930,Pira12
1931,Lilra6
1932,9430041J12Rik
1933,Ttyh1
1934,Ncr1
1935,Tnnt1
1936,Cox6b2
1937,Il11
1938,Isoc2b
1939,Zfp444
1940,Zim1
1941,Usp29
1942,ENSMUSG00000121470
1943,ENSMUSG00000121388
1944,C5ar2
1945,C5ar1
1946,Ptgir
1947,Hif3a
1948,Mill2
1949,Pglyrp1
1950,Gpr4
1951,1700058P15Rik
1952,Gm26802
1953,Exoc3l2
1954,Apoc2
1955,Apoc1
1956,Apoe
1957,Bcam
1958,Gm16175
1959,Gm19345
1960,Gm44659
1961,Ceacam19
1962,Plaur
1963,Cd177
1964,Cd79a
1965,4933430L12Rik
1966,Prr19
1967,Cxcl17
1968,Ceacam2
1969,Gm38569
1970,Cyp2b10
1971,Cyp2f2
1972,Mia
1973,Ltbp4
1974,Hipk4
1975,Gm38973
1976,Fcgbp
1977,Gm57214
1978,Gmfg
1979,Gm57249
1980,Ryr1
1981,Gm26604
1982,Gm16282
1983,Spint2
1984,Zfp382
1985,Gm57231
1986,Hcst
1987,Tmem147os
1988,Dmkn
1989,Krtdap
1990,Ffar2
1991,Ffar1
1992,Hamp
1993,Fam187b
1994,Gm57248
1995,Fxyd5
1996,Fxyd1
1997,Lgi4
1998,G630030J09Rik
1999,Gm10640
2000,Gm12766
2001,Gm12784
2002,Chst8
2003,Gm35665
2004,Wdr88
2005,Gm30771
2006,D530033B14Rik
2007,A230077H06Rik
2008,Vstm2b
2009,Nkg7
2010,Vsig10l
2011,Cd33
2012,Klk6
2013,ENSMUSG00000121308
2014,1700008O03Rik
2015,Spib
2016,Napsa
2017,Gm44832
2018,2310016G11Rik
2019,Slc17a7
2020,Slc6a21
2021,Hsd17b14
2022,Izumo1
2023,Rasip1
2024,Fut2
2025,Abcc6
2026,Ush1c
2027,Tph1
2028,Saa3
2029,Saa1
2030,Saa2
2031,Gm45474
2032,Mrgpra2a
2033,Mrgpra2b
2034,Mrgprb1
2035,Gm45282
2036,Nav2
2037,Nell1
2038,Slc17a6
2039,Luzp2
2040,Gm34121
2041,Gabrg3
2042,Gabra5
2043,Gabrb3
2044,Atp10a
2045,Gm57223
2046,B230209E15Rik
2047,Chrna7
2048,Gm32633
2049,Entrep2
2050,1810008I18Rik
2051,Gm44752
2052,Gm57242
2053,Gm33926
2054,4833412C05Rik
2055,Gm39027
2056,Fam169b
2057,Gm16158
2058,Arrdc4
2059,Gm29683
2060,Nr2f2
2061,B130024G19Rik
2062,Mctp2
2063,Gm36696
2064,Gm45715
2065,Gm20083
2066,Gm30075
2067,Gm44734
2068,Gm44737
2069,Gm7580
2070,Sv2b
2071,AU020206
2072,Agbl1
2073,Ntrk3
2074,Hapln3
2075,Mfge8
2076,Gm45169
2077,Rhcg
2078,Anpep
2079,Ttll13
2080,Slc28a1
2081,2900076A07Rik
2082,Tm6sf1
2083,Adamtsl3
2084,Gm10610
2085,Il16
2086,2310044K18Rik
2087,Cemip
2088,Gm26708
2089,Ctxnd1
2090,ENSMUSG00000121335
2091,Nox4
2092,Tyr
2093,Grm5
2094,Rab38
2095,Gm45144
2096,Gm44995
2097,Prss23
2098,Gm57222
2099,Ccdc83
2100,Tenm4
2101,C230038L03Rik
2102,Thrsp
2103,Aqp11
2104,Gm16938
2105,Lrrc32
2106,Wnt11
2107,Gm45188
2108,Map6
2109,Ucp3
2110,Coa4
2111,P2ry2
2112,Folr2
2113,Folr1
2114,Tomt
2115,Or51e1
2116,Or51e2
2117,Hbb-bt
2118,Gm57232
2119,Hbb-bs
2120,Hbb-y
2121,Olfm5
2122,Trim30b
2123,Trim30c
2124,Trim30d
2125,Gm57206
2126,Or10ab5
2127,Tub
2128,Stk33
2129,Gm44864
2130,Ascl3
2131,Nrip3
2132,Gm28863
2133,Adm
2134,Ampd3
2135,Lyve1
2136,Irag1
2137,Galnt18
2138,Mical2
2139,Tead1
2140,Rassf10
2141,Gm33586
2142,Spon1
2143,Rras2
2144,Pde3b
2145,Calca
2146,Sox6
2147,Sox6os
2148,AV356131
2149,Xylt1
2150,Dnah3
2151,Crym
2152,Gm32916
2153,4930588G17Rik
2154,Vwa3a
2155,Igsf6
2156,Scnn1b
2157,Plk1
2158,Chp2
2159,Cacng3
2160,Slc5a11
2161,Hs3st4
2162,1700123J17Rik
2163,Apobr
2164,Gm57228
2165,Zg16
2166,Itgal
2167,Gm39090
2168,Prss53
2169,4931431B13Rik
2170,Cox6a2
2171,Gm32816
2172,Gm45121
2173,Plpp4
2174,Btbd16
2175,Htra1
2176,Fam24a
2177,Gm35147
2178,1500002F19Rik
2179,Gm45502
2180,Gm45670
2181,Adam12
2182,Mki67
2183,Gm6249
2184,Tcerg1l
2185,Dpysl4
2186,Lrrc27
2187,Cfap46
2188,Gm2044
2189,Adam8
2190,Prap1
2191,Sprn
2192,Scart1
2193,Scart2
2194,Cox8b
2195,Ifitm5
2196,Ifitm2
2197,Ifitm1
2198,Gm57199
2199,Ifitm3
2200,Ifitm6
2201,Cdhr5
2202,Tmem80
2203,Muc2
2204,Muc5b
2205,Ctsd
2206,Prr33
2207,Gm33148
2208,Kcnq1
2209,Cdkn1c
2210,Gm44732
2211,Gm15579
2212,Tnfrsf26
2213,E230032D23Rik
2214,Tnfrsf23
2215,Shank2
2216,Gm14372
2217,Ano1
2218,Tpcn2
2219,Mrgprf
2220,Arhgef18
2221,Retn
2222,Mcemp1
2223,Fcer2a
2224,Gm16553
2225,Cd209a
2226,Cd209b
2227,Cd209f
2228,Cd209g
2229,Nalf1
2230,Myo16
2231,B830042I05Rik
2232,Gm44717
2233,Gm15418
2234,Col4a1
2235,Col4a2
2236,Rab20
2237,Naxd
2238,B020031H02Rik
2239,Sox1ot
2240,Gm15348
2241,Mcf2l
2242,Gm15351
2243,F7
2244,F10
2245,Proz
2246,Gm17023
2247,2810030D12Rik
2248,Dlgap2
2249,Kbtbd11
2250,5830468F06Rik
2251,Gm7706
2252,Csmd1
2253,Angpt2
2254,Defb40
2255,Defb37
2256,Defb38
2257,Defb39
2258,Gm15056
2259,Fam90a1a
2260,Atp7b
2261,Mrps31
2262,Plat
2263,Zmat4
2264,Tcim
2265,Htra4
2266,Gm16159
2267,D830025C05Rik
2268,Kcnu1
2269,Hgsnat
2270,1700047A11Rik
2271,Rab11fip1
2272,4933416M07Rik
2273,Gm45267
2274,Got1l1
2275,Unc5d
2276,Nrg1
2277,Gm3985
2278,Tex15
2279,Gsr
2280,Rbpms
2281,B930018H19Rik
2282,Gm34096
2283,Ppp1r3b
2284,Gm35520
2285,Dlc1
2286,AI429214
2287,Sgcz
2288,Gm6213
2289,Msr1
2290,Fgl1
2291,Gm9908
2292,Klkb1
2293,Sorbs2
2294,Pdlim3
2295,Gm39168
2296,Acsl1
2297,Enpp6
2298,Gm45576
2299,Tenm3
2300,4930555F03Rik
2301,Gm45321
2302,Gm45323
2303,Gm45341
2304,C130073E24Rik
2305,Neil3
2306,Vegfc
2307,Spata4
2308,Wdr17
2309,Gpm6a
2310,Hpgd
2311,Gm33501
2312,Hdnr
2313,Gm56857
2314,Galntl6
2315,Gm34623
2316,Gm34730
2317,Gm53435
2318,Palld
2319,Gm45418
2320,Ddx60
2321,Gm45459
2322,Cpe
2323,Tma16
2324,Csgalnact1
2325,Lpl
2326,Slc18a1
2327,Pbx4
2328,Cilp2
2329,Armc6
2330,Cers1
2331,Lrrc25
2332,Gdf15
2333,Pde4c
2334,Ushbp1
2335,Plvap
2336,B3gnt3
2337,ENSMUSG00000121402
2338,Cyp4f18
2339,Or2z8
2340,Or2z9
2341,Klf2
2342,Nwd1
2343,Hmox1
2344,Gm10358
2345,Gm10649
2346,Arhgap10
2347,Gm45406
2348,4933421D24Rik
2349,4933431K23Rik
2350,Ednra
2351,Gm30660
2352,Gm30605
2353,Gypa
2354,Gm31223
2355,Inpp4b
2356,Il15
2357,Adgre5
2358,Palm3
2359,Gm56827
2360,Best2
2361,A230103J11Rik
2362,Cks1brt
2363,Mylk3
2364,Gm27168
2365,4933402J07Rik
2366,Zfp423
2367,Snx20
2368,Tox3
2369,Gm19935
2370,Gm36243
2371,Irx3
2372,Gm36843
2373,Lpcat2
2374,Ces1d
2375,Gm30606
2376,4930488L21Rik
2377,Mt4
2378,Mt3
2379,Mt2
2380,Mt1
2381,Slc12a3
2382,Cpne2
2383,Ccl22
2384,Cx3cl1
2385,Ccl17
2386,Adgrg3
2387,Gm31036
2388,Gins3
2389,Ndrg4
2390,Gm31659
2391,Gm31805
2392,Gm32122
2393,Cdh8
2394,Gm15680
2395,Cdh5
2396,Gm45877
2397,Rrad
2398,Ces2e
2399,Ces4a
2400,Lrrc36
2401,Gfod2
2402,Ctrl
2403,Gm16156
2404,Dpep3
2405,Dpep2
2406,Dpep2-1
2407,Dus2
2408,Tango6
2409,Derpc
2410,D030068K23Rik
2411,Hp
2412,Tle7
2413,Calb2
2414,Hydin
2415,Il34
2416,Clec18a
2417,Cntnap4
2418,Gm10280
2419,Adamts18
2420,Vat1l
2421,Gm45733
2422,Dynlrb2
2423,Cdyl2
2424,1700030J22Rik
2425,Pkd1l2
2426,Gm15395
2427,Cdh13
2428,Gm45723
2429,Gm32006
2430,Gm56837
2431,Osgin1
2432,Necab2
2433,Kcng4
2434,Gm32352
2435,Wfdc1
2436,Atp2c2
2437,Crispld2
2438,A130014A01Rik
2439,Gm26537
2440,Foxf1
2441,Foxc2
2442,1700018B08Rik
2443,Gm45833
2444,Klhdc4
2445,Gm20406
2446,Slc7a5
2447,BC048644
2448,Car5a
2449,Gm27011
2450,Trhr2
2451,Dpep1
2452,Spire2
2453,Tubb3
2454,4732419C18Rik
2455,Gm29773
2456,Agt
2457,Gm45709
2458,Kcnk1
2459,Gm31718
2460,A630001O12Rik
2461,Pard3
2462,Nrp1
2463,Ccdc7a
2464,Gucy1a2
2465,Gria4
2466,Casp4
2467,Casp12
2468,Pdgfd
2469,Mmp13
2470,Mmp12
2471,Mmp3
2472,Mmp10
2473,Mmp8
2474,Birc3
2475,Gm20416
2476,Cep126
2477,Trpc6
2478,Arhgap42
2479,Cntn5
2480,Kdm4d
2481,1700012B09Rik
2482,Gm16302
2483,Mtnr1b
2484,Fat3
2485,Ubtfl1
2486,Mbd3l2
2487,Col5a3
2488,Icam4
2489,Gm16754
2490,Gm39302
2491,Dock6
2492,Cnn1
2493,Acp5
2494,Anln
2495,Bmper
2496,Npsr1
2497,Gm10701
2498,Tbx20
2499,Gm48362
2500,Igsf9b
2501,Opcml
2502,Ntm
2503,Adamts15
2504,Adamts8
2505,Ets1
2506,Gm27240
2507,Gm27164
2508,Kirrel3
2509,Gm39318
2510,Gm33838
2511,Gm26787
2512,Slc37a2
2513,Gm48081
2514,Robo4
2515,Esam
2516,Vsig2
2517,Nrgn
2518,Gm57038
2519,Panx3
2520,Or8b40
2521,Gramd1b
2522,Gm16214
2523,Gm39321
2524,D630033O11Rik
2525,Thy1
2526,Gm26737
2527,Ccdc153
2528,Nherf4
2529,Cxcr5
2530,Gm47230
2531,Cd3g
2532,Cd3d
2533,Cd3e
2534,Gm48719
2535,Mpzl2
2536,Jaml
2537,Gm10684
2538,Scn2b
2539,Tmprss4
2540,Tagln
2541,Apoc3
2542,Gm57016
2543,4931429L15Rik
2544,4930448E22Rik
2545,Gm31614
2546,Nnmt
2547,2310003N18Rik
2548,Gm47077
2549,Cryab
2550,Btg4
2551,Gm32742
2552,Pou2af1
2553,Arhgap20
2554,Gm6980
2555,Zc3h12c
2556,Gm47957
2557,AI593442
2558,Elmod1
2559,Gldnos
2560,Gldn
2561,Acsbg1
2562,Crabp1
2563,Nrg4
2564,Pstpip1
2565,Lingo1
2566,Cspg4
2567,Gm47237
2568,Rpp25
2569,Gm26631
2570,Lman1l
2571,Cyp1a1
2572,Sema7a
2573,Cyp11a1
2574,Ccdc33
2575,Islr
2576,Islr2
2577,Adpgk
2578,Gm57013
2579,Gm20275
2580,Thsd4
2581,Uaca
2582,Gm5122
2583,Gm33699
2584,Gm34157
2585,Kif23
2586,Paqr5
2587,Gm35288
2588,Calml4
2589,Smad3
2590,Smad6
2591,Megf11
2592,Gm36459
2593,Dennd4a
2594,Pclaf
2595,Gm40528
2596,Gm30639
2597,Tpm1
2598,Gm19299
2599,Gm57018
2600,Rora
2601,Gm15511
2602,Anxa2
2603,B230323A14Rik
2604,Myo1e
2605,Gm32511
2606,Aldh1a2
2607,Myzap
2608,Cgnl1
2609,Gm27231
2610,4930509E16Rik
2611,Pigb
2612,Rab27a
2613,Gm57062
2614,Gm27211
2615,Unc13c
2616,Wdr72
2617,Gm48677
2618,Scg3
2619,Bmp5
2620,Gm57021
2621,Fam83b
2622,Gclc
2623,Gsta4
2624,Gsta5
2625,Cgas
2626,Cd109
2627,Gm47501
2628,Col12a1
2629,4930429F24Rik
2630,Filip1
2631,Gm48387
2632,Gm27224
2633,Htr1b
2634,Gm39383
2635,Gm2109
2636,Gm36278
2637,Ripply2
2638,Tbx18
2639,Nt5e
2640,Zfp949
2641,Gm10634
2642,Bcl2a1d
2643,Gm29562
2644,Gm26611
2645,Gm2396
2646,Bcl2a1a
2647,4930579C12Rik
2648,Mthfs
2649,4930524O08Rik
2650,Rasgrf1
2651,Gm28652
2652,Gm31409
2653,Gm16010
2654,Clstn2
2655,Rbp1
2656,Faiml
2657,Dzip1l
2658,Gm29521
2659,Slco2a1
2660,Inhca
2661,Tmem108
2662,4932413F04Rik
2663,Acpp
2664,Gm28548
2665,Cpne4
2666,Col6a5
2667,Col6a4
2668,4930500F10Rik
2669,Iqcf4
2670,1700039M15Rik
2671,Mapkapk3
2672,Hemk1
2673,Cacna2d2
2674,Slc38a3
2675,Cdhr4
2676,Gm37963
2677,Lamb2
2678,4833445I07Rik
2679,Gm35025
2680,Gm57049
2681,Col7a1
2682,Ucn2
2683,Fbxw13
2684,Camp
2685,Cspg5
2686,Ngp
2687,Gm35715
2688,Pth1r
2689,Prss45
2690,Tdgf1
2691,Lrrc2
2692,Rtp3
2693,1700061E17Rik
2694,Ltf
2695,Ccrl2
2696,Trank1
2697,Arpp21
2698,Gm47950
2699,Susd5
2700,Gm57032
2701,Gm9888
2702,Gm48038
2703,Rbms3
2704,Eomes
2705,Scn11a
2706,Ttc21a
2707,Xirp1
2708,Myrip
2709,Entpd3
2710,Gm39458
2711,Gm34425
2712,Ulk4
2713,Cck
2714,E530011L22Rik
2715,1700048O20Rik
2716,Snrk
2717,ENSMUSG00000121444
2718,Gm47140
2719,Clec3b
2720,Slc6a20a
2721,Gm17200
2722,Ccr9
2723,Cxcr6
2724,Xcr1
2725,Gm57020
2726,Gm57053
2727,Ccr1
2728,Ccr1l1
2729,Ccr3
2730,Ccr2
2731,Gm56946
2732,Plekhg1
2733,Akap12
2734,Gm16153
2735,Ccdc170
2736,Esr1
2737,Syne1
2738,Gm10097
2739,Oprm1
2740,Ipcef1
2741,Ust
2742,Gm48727
2743,Gm48728
2744,Samd5
2745,Gm28905
2746,4930598N05Rik
2747,Adgb
2748,Grm1
2749,4930567K20Rik
2750,Utrn
2751,B230208H11Rik
2752,Stx11
2753,Gm47710
2754,Gm47712
2755,Gm20125
2756,Gm47770
2757,Gm10827
2758,Nhsl1
2759,Tnfaip3
2760,Gm20139
2761,Gm33056
2762,Map3k5
2763,Pde7b
2764,Gm53617
2765,Ahi1
2766,Gm33619
2767,Raet1e
2768,Gm26740
2769,Raet1d
2770,Slc18b1
2771,Vnn3
2772,Vnn1
2773,Ccn2
2774,Arg1
2775,Lama2
2776,Themis
2777,Rspo3
2778,Gm30676
2779,Gm48094
2780,Nkain2
2781,Clvs2
2782,Rsph4a
2783,Trappc3l
2784,Frk
2785,Hs3st5
2786,Gm26535
2787,Lama4
2788,Mfsd4b5
2789,Slc16a10
2790,Ddo
2791,Ak9
2792,Ccdc162
2793,Gm40630
2794,Nr2e1
2795,Scml4
2796,Gm48671
2797,Sobp
2798,Cd24a
2799,F930017D23Rik
2800,Gm47926
2801,Gm40634
2802,1700027J07Rik
2803,Lin28b
2804,Gm35552
2805,Lilrb4b
2806,Lilrb4a
2807,Gm46224
2808,Nepn
2809,Slc35f1
2810,Gm19395
2811,Pln
2812,Gm20597
2813,Gja1
2814,Gm36595
2815,Fabp7
2816,Sh3rf3
2817,Spock2
2818,Gm51802
2819,Cdh23
2820,Tbata
2821,Prf1
2822,Nodal
2823,D830039M14Rik
2824,Gm28447
2825,Npffr1
2826,Col13a1
2827,Hk1os
2828,Srgn
2829,Gm56992
2830,Gm56955
2831,4933428P19Rik
2832,Gm16143
2833,Pbld1
2834,Atoh7
2835,Gm16145
2836,Ctnna3
2837,Lrrtm3
2838,Gm31416
2839,1110002J07Rik
2840,Gm32364
2841,Gm32515
2842,1700030E10Rik
2843,Slc16a9
2844,Fam13c
2845,Bicc1
2846,Gm34609
2847,Pcdh15
2848,Bcr
2849,Ggt1
2850,Ggt5
2851,Chchd10
2852,Gm867
2853,Vpreb3
2854,Gm16222
2855,S100b
2856,2610028H24Rik
2857,Col6a1
2858,Icosl
2859,Gm47922
2860,Gm47015
2861,Bsg
2862,Prtn3
2863,Elane
2864,Reep6
2865,Jsrp1
2866,Lingo3
2867,Gadd45b
2868,Nmrk2
2869,Atcay
2870,Tbxa2r
2871,Gna15
2872,Gm47561
2873,Chst11
2874,Gm40723
2875,Rfx4
2876,Gm38575
2877,Abtb3
2878,Timp3
2879,Stab2
2880,Ascl1
2881,Igf1
2882,Dram1
2883,Mybpc1
2884,Spic
2885,Slc17a8
2886,Gm30963
2887,Anks1b
2888,Rmst
2889,Cfap54
2890,Gm32468
2891,Gm40741
2892,Gm57008
2893,Gm32688
2894,Hal
2895,Ntn4
2896,Gm15915
2897,Cep83os
2898,Plxnc1
2899,Gm47667
2900,4732465J04Rik
2901,Gm57010
2902,Gm47719
2903,Gm33543
2904,Gm33782
2905,Gm48428
2906,Gm56972
2907,Gm33843
2908,Dcn
2909,Lum
2910,Epyc
2911,Gm56944
2912,Gm35035
2913,Gm34983
2914,Gm56963
2915,Gm56957
2916,Kitl
2917,Gm35722
2918,Mgat4c
2919,Nts
2920,Rassf9
2921,Lrriq1
2922,Gm47221
2923,Tmtc2
2924,Ppfia2
2925,Acss3
2926,Lin7a
2927,Gm29685
2928,Gm36440
2929,Syt1
2930,Brcc3dc
2931,Nav3
2932,Gm57005
2933,Osbpl8
2934,Gm40761
2935,Phlda1
2936,Gm30624
2937,Glipr1l3
2938,Kcnc2
2939,Gm3942
2940,Tspan8
2941,Ptprr
2942,Ptprb
2943,Best3
2944,Lyz2
2945,Lyz1
2946,Gm32141
2947,Gm32552
2948,Gm40773
2949,4933411E08Rik
2950,Il22
2951,Ifng
2952,Gm4065
2953,Grip1
2954,Irak3
2955,Gm47009
2956,Hmga2
2957,Gm48202
2958,Msrb3
2959,Wif1
2960,Gm48591
2961,Gm40787
2962,Gm56996
2963,Gm48877
2964,Tafa2
2965,Gm47966
2966,Gm56949
2967,A730063M14Rik
2968,Slc26a10
2969,Inhbc
2970,Ndufa4l2
2971,Nxph4
2972,Tac2
2973,Gpr182
2974,Prim1
2975,Il23a
2976,Cs
2977,Gm29585
2978,Erbb3
2979,Mmp19
2980,Rdh5
2981,Itga7
2982,Or6c70
2983,Tespa1
2984,Vmn2r86
2985,Osm
2986,Lif
2987,Hormad2
2988,Gm11961
2989,Cabp7
2990,Nefh
2991,Gm11963
2992,Aebp1
2993,Gck
2994,Ramp3
2995,Adcy1
2996,Igfbp3
2997,Upp1
2998,Abca13
2999,Vwc2
3000,Zpbp
3001,Gm11998
3002,Ikzf1
3003,Ddc
3004,1700042O10Rik
3005,Grb10
3006,Gm12002
3007,Egfr
3008,Fbxo48
3009,1700093K21Rik
3010,A830031A19Rik
3011,Bcl11a
3012,5730522E02Rik
3013,Ccdc85a
3014,Efemp1
3015,D630024D03Rik
3016,Gm12107
3017,Il9r
3018,Hba-a1
3019,Hba-a2
3020,Efcab9
3021,Stk10
3022,Gabrp
3023,Kcnip1
3024,4930469K13Rik
3025,Gm57348
3026,Slit3
3027,Fbll1
3028,Wwc1
3029,Tenm2
3030,Gm12132
3031,Gabra1
3032,Gabrb2
3033,C1qtnf2
3034,Adra1b
3035,Gm12153
3036,Il12b
3037,Ebf1
3038,Gm12158
3039,Gm12160
3040,Sox30
3041,Adam19
3042,Cyfip2
3043,Itk
3044,Sgcd
3045,Tgtp1
3046,Btnl9
3047,Gm57410
3048,Gm57328
3049,Or2y11
3050,Flt4
3051,Scgb3a1
3052,Gm26542
3053,Adamts2
3054,Col23a1
3055,Gm39822
3056,Gm12207
3057,Tcf7
3058,Gm57351
3059,Fstl4
3060,Il4
3061,Il13
3062,Il5
3063,Irf1
3064,Gm12216
3065,Csf2
3066,Acsl6
3067,Gpx3
3068,Slc36a3
3069,Slc36a3os
3070,Fat2
3071,Sparc
3072,Gm12239
3073,Gria1
3074,4930438A08Rik
3075,Lypd8l
3076,Or11l3
3077,Trim58
3078,Fam183b
3079,Wnt9a
3080,Nlrp3
3081,1810063I02Rik
3082,Rasd1
3083,4930412M03Rik
3084,Myo15a
3085,Slc47a2
3086,Slc47a1
3087,Gm45605
3088,B9d1os
3089,Gm12280
3090,Zfp286os
3091,Tekt3
3092,Gm57391
3093,Gm12290
3094,Hs3st3a1
3095,Gm53042
3096,Myocd
3097,Dnah9
3098,Shisa6
3099,Pirt
3100,9130017K11Rik
3101,Odf4
3102,Arhgef15
3103,Gm57403
3104,Hes7
3105,Atp1b2
3106,Tnfsf13os
3107,Spem3
3108,Tnk1
3109,Asgr1
3110,Mgl2
3111,Clec10a
3112,Scimp
3113,6330403K07Rik
3114,Nlrp1b
3115,Nlrp1c-ps
3116,Pimreg
3117,4732414G09Rik
3118,Rap1gap2
3119,Gm12333
3120,Hic1
3121,Scarf1
3122,Doc2b
3123,Gm12339
3124,Rph3al
3125,Efcab5
3126,Aldoc
3127,Vtn
3128,Sebox
3129,Nos2
3130,Evi2b
3131,Rab11fip4os2
3132,Gm30875
3133,Adap2
3134,Asic2
3135,Ccl2
3136,Ccl7
3137,Ccl11
3138,Ccl12
3139,Ccl8
3140,Ccl1
3141,Unc45bos
3142,Slfn5os
3143,Slfn5
3144,1190001M18Rik
3145,Slfn2
3146,Gm20234
3147,Slfn1
3148,Slfn4
3149,Slfn14
3150,Gas2l2
3151,Ccl5
3152,Ccl9
3153,Ccl6
3154,Ccl3
3155,Gm53692
3156,Ccl4
3157,Wfdc17
3158,Wfdc18
3159,Wfdc21
3160,Hnf1b
3161,Acaca
3162,Lhx1
3163,Car4
3164,Tbx4
3165,Dhx40
3166,Ppm1e
3167,Tex14
3168,Mpo
3169,Lpo
3170,Scpep1os
3171,Trim25
3172,Dgkeos
