,0
3173,Gm525
3174,Ankfn1
3175,Car10
3176,Wfikkn2
3177,Col1a1
3178,Itga3
3179,Phospho1
3180,B4galnt2
3181,Igf2bp1
3182,Skap1
3183,Gm11523
3184,Gm57375
3185,Gm11532
3186,Osbpl7
3187,Tbx21
3188,Gm11592
3189,Gm31005
3190,Gpr179
3191,Pcgf2
3192,Plxdc1
3193,Arl5c
3194,Neurod2
3195,Ppp1r1b
3196,Tcap
3197,Ikzf3
3198,Csf3
3199,Med24
3200,Top2a
3201,Igfbp4
3202,Tns4
3203,Ccr7
3204,Krt24
3205,Krt15
3206,Gast
3207,Cavin1
3208,Gm57383
3209,Ccr10
3210,Ramp2
3211,Gm11626
3212,Ccdc200
3213,Sost
3214,Cd300lg
3215,Gm57373
3216,Asb16
3217,Slc4a1
3218,Itga2b
3219,Gm11627
3220,Fzd2
3221,Gjc1
3222,Higd1b
3223,Gfap
3224,C1ql1
3225,Gm20511
3226,Lrrc37a
3227,Gm884
3228,Rprml
3229,Myl4
3230,Gm57401
3231,Ace
3232,Cd79b
3233,Pecam1
3234,Gm11714
3235,C330019F10Rik
3236,Cacng1
3237,Gm11655
3238,9930022D16Rik
3239,Gm11685
3240,Fam20a
3241,1700012B07Rik
3242,Sox9
3243,Gm11681
3244,Cdc42ep4
3245,Sdk2
3246,Cd300a
3247,Cd300lb
3248,Cd300ld
3249,Rab37
3250,Cd300lf
3251,Grin2c
3252,Ict1os
3253,Smim6
3254,Recql5os1
3255,Cygb
3256,Gm11730
3257,Birc5
3258,Gm57366
3259,Dnah17
3260,Rbfox3
3261,Rnf213
3262,A930037H05Rik
3263,Gm11767
3264,Pde6g
3265,Gcgr
3266,Myadml2os
3267,Cbr2
3268,Slc16a3
3269,Cd7
3270,Fn3krp
3271,Gm12589
3272,Efr3b
3273,Gm56543
3274,Wdcp
3275,Klhl29
3276,Gm32442
3277,Gm48619
3278,Gm32828
3279,Gm48898
3280,Gm48075
3281,Gm56555
3282,Gm56531
3283,Vsnl1
3284,Lratd1
3285,Gm5432
3286,Gm48606
3287,Ntsr2
3288,Atp6v1c2
3289,Gm49692
3290,Gm48693
3291,Gm30124
3292,Gm20535
3293,Gm4425
3294,Kidins220
3295,Gm47705
3296,Gm36723
3297,Gm29687
3298,Rsad2
3299,Silc1
3300,Sox11
3301,Gm47872
3302,Myt1l
3303,C630031E19Rik
3304,2310016D03Rik
3305,Slc26a3
3306,Slc26a4
3307,5430401H09Rik
3308,Gm40375
3309,Cdhr3
3310,Atxn7l1os2
3311,Twist1
3312,Hdac9
3313,Gm47357
3314,Gm48236
3315,Gm34047
3316,9130015A21Rik
3317,Sostdc1
3318,D630036H23Rik
3319,Dgkb
3320,Gm47868
3321,Scin
3322,Lsmem1
3323,Gm47376
3324,Gm47371
3325,Gm47013
3326,Nrcam
3327,Gm33680
3328,Gm48535
3329,Prkd1
3330,Gm40421
3331,Gm34894
3332,Gm47431
3333,Gm35239
3334,Npas3
3335,Egln3
3336,Gm40884
3337,Prorp
3338,Sfta3-ps
3339,Nkx2-1
3340,Slc25a21
3341,Clec14a
3342,Lrfn5
3343,Mdga2
3344,Gm47545
3345,5830428M24Rik
3346,Abhd12b
3347,Pygl
3348,F730035M05Rik
3349,Trim9
3350,Gm48847
3351,Gm24474
3352,Gm40437
3353,Gm10457
3354,Tomm20l
3355,2700049A03Rik
3356,9630002D21Rik
3357,Rtn1
3358,5730409N16Rik
3359,Tmem30b
3360,Gm34189
3361,Gm15283
3362,Rhoj
3363,Sgpp1
3364,Tex21
3365,Gm56540
3366,Gm10451
3367,Sptb
3368,Rab15
3369,Arg2
3370,Rdh12
3371,9430078K24Rik
3372,Gm56515
3373,Gm36660
3374,Gm47752
3375,Gm47767
3376,Gm47766
3377,Exd2
3378,Gm56514
3379,Gm17191
3380,Gm47080
3381,Rgs6
3382,Dpf3
3383,Gm26571
3384,Bbof1
3385,Ltbp2
3386,Rps6kl1
3387,Pgf
3388,Fos
3389,Gm47863
3390,Batf
3391,Flvcr2
3392,Ngb
3393,Nrxn3
3394,Dio2
3395,Gm26512
3396,4930544I03Rik
3397,Flrt2
3398,3300002A11Rik
3399,Gm19951
3400,Efcab11
3401,Gm48383
3402,Gm56544
3403,Gm36756
3404,Fbln5
3405,Atxn3
3406,Chga
3407,Ifi27l2a
3408,Serpina3f
3409,Serpina3g
3410,Serpina3n
3411,Gm47648
3412,Tunar
3413,Bdkrb1
3414,Ak7
3415,Cyp46a1
3416,Degs2
3417,Gm33682
3418,Dlk1
3419,Gm34081
3420,Meg3
3421,Rian
3422,Gm10425
3423,Tnfaip2
3424,Gpr132
3425,Jag2
3426,Crip1
3427,Igha
3428,Ighg2c
3429,Ighg2b
3430,Ighd
3431,Ighm
3432,Ighv5-17
3433,Gm53771
3434,Ighv1-9
3435,Ighv1-26
3436,Ighv1-53
3437,Gm30948
3438,Ighv8-8
3439,Ighv1-64
3440,Ighv8-10
3441,Ighv1-81
3442,Ptprn2
3443,Dnah11
3444,Gm35190
3445,Net1
3446,Gm40660
3447,Gm47507
3448,Gm40662
3449,Gm40663
3450,Adarb2
3451,Idi2l
3452,Gtpbp4
3453,Gm36264
3454,Chrm3
3455,Ryr2
3456,ENSMUSG00000121485
3457,Nid1
3458,Lyst
3459,Gm56578
3460,Hecw1
3461,Gli3
3462,A530046M15Rik
3463,Inhba
3464,Gm48444
3465,Trgv7
3466,Trgc1
3467,Sfrp4
3468,Gpr141
3469,Aoah
3470,Or2w1b
3471,H1f5
3472,H4c17
3473,H4c18
3474,H2ac24
3475,Gm11290
3476,Btn1a1
3477,H2ac8
3478,H3c3
3479,H1f1
3480,Trim38
3481,Scgn
3482,Carmil1
3483,Cmah
3484,Gm11342
3485,Ripor2
3486,Armh2
3487,Gpld1
3488,Dcdc2a
3489,Gm47888
3490,2610307P16Rik
3491,Sox4
3492,Gm48161
3493,Gm29675
3494,Hus1b
3495,Foxq1
3496,1700018A04Rik
3497,Serpinb6b
3498,Serpinb9
3499,Serpinb9b
3500,Tubb2b
3501,Gm40909
3502,Pxdc1
3503,Fam50b
3504,Gm47157
3505,Gm40910
3506,Gm48770
3507,Gm49144
3508,F13a1
3509,Gm30600
3510,Gm47709
3511,Gm29458
3512,Gm40916
3513,AI463229
3514,Dsp
3515,Bmp6
3516,Gm46392
3517,Gm47352
3518,Ofcc1
3519,Gm26688
3520,Gcnt2
3521,Gm31683
3522,Mak
3523,Sycp2l
3524,Nedd9
3525,Gm48571
3526,Gm32401
3527,Edn1
3528,Gfod1
3529,Gm47683
3530,Gm27007
3531,Gm34084
3532,Gm47792
3533,Gm40932
3534,Gm35110
3535,Cap2
3536,2010001K21Rik
3537,4930471G24Rik
3538,A330033J07Rik
3539,Id4
3540,Wnk2
3541,Ecm2
3542,Aspn
3543,Ogn
3544,S1pr3
3545,Cks2
3546,Gadd45g
3547,4921525O09Rik
3548,Gm2848
3549,Syk
3550,Sncb
3551,Dok3
3552,Cxcl14
3553,Gm10782
3554,Tgfbi
3555,Spock1
3556,1700066J03Rik
3557,Ntrk2
3558,Gm47359
3559,Gm48500
3560,Gm56562
3561,Dapk1
3562,Ctla2b
3563,Ctla2a
3564,Gm49357
3565,Ptch1
3566,Cntnap3
3567,Prss47
3568,Nlrp4f
3569,Gm48824
3570,Zfp953
3571,Cfap90
3572,Adcy2
3573,Gm35161
3574,1700084F23Rik
3575,Gm41002
3576,Ahrr
3577,Gm31219
3578,Mctp1
3579,5430425K12Rik
3580,9330111N05Rik
3581,Adgrv1
3582,Polr3g
3583,C130071C03Rik
3584,Gm17750
3585,Gm49223
3586,Vcan
3587,Gm4117
3588,A830009L08Rik
3589,4833422C13Rik
3590,Gm20379
3591,Dhfr
3592,Ankrd34b
3593,Thbs4
3594,Gm4814
3595,Bhmt
3596,Gm47216
3597,Gm15907
3598,Gm48350
3599,Pde8b
3600,Crhbp
3601,Iqgap2
3602,F2rl2
3603,Gm50469
3604,Gm32702
3605,Sv2c
3606,Polk
3607,Gm48133
3608,Ankrd31
3609,Hexb
3610,Gm34388
3611,Foxd1
3612,Gm41032
3613,Gm9465
3614,A930014D07Rik
3615,Gm807
3616,Zfp366
3617,Map1b
3618,Cartpt
3619,Ccnb1
3620,Gm56583
3621,Gm29927
3622,Shisal2b
3623,Rgs7bp
3624,Nt5el
3625,Rnf180
3626,3830408C21Rik
3627,Gm32004
3628,Gm56593
3629,Pde4d
3630,Rab3c
3631,Gapt
3632,Plk2
3633,Gm15287
3634,Ankrd55
3635,Ddx4
3636,Plpp1
3637,Cdc20b
3638,Gpx8
3639,Gzma
3640,Esm1
3641,Gm34471
3642,Arl15
3643,A430090L17Rik
3644,Fst
3645,Itga2
3646,Itga1
3647,4930435F18Rik
3648,Gm6416
3649,Emb
3650,Hcn1
3651,B430218F22Rik
3652,Fgf10
3653,Gm56589
3654,Gm36161
3655,Gm36079
3656,Gm21188
3657,Thrb
3658,Rarb
3659,Gm47782
3660,Nek10
3661,Sntn
3662,Synpr
3663,Cadps
3664,ENSMUSG00000121513
3665,Fhit
3666,2610318M16Rik
3667,Fam107a
3668,Dnase1l3
3669,Flnb
3670,4933406F09Rik
3671,Gm26655
3672,Plau
3673,Vcl
3674,4930405A10Rik
3675,Gm10248
3676,Kcnma1
3677,Gm31392
3678,Dlg5
3679,Gm47814
3680,Anxa11os
3681,Plac9
3682,Dnah12
3683,Arhgef3
3684,Erc2
3685,Cacna2d3
3686,Gm35281
3687,Cacna1d
3688,Mustn1
3689,Itih3
3690,Stab1
3691,Sema3g
3692,Gm35823
3693,Galnt15
3694,1700024G13Rik
3695,3425401B19Rik
3696,Fam170b
3697,Vstm4
3698,Gm49030
3699,Frmpd2
3700,Anxa8
3701,Sncg
3702,Grid1
3703,Gm56749
3704,Cdhr1
3705,Nrg3
3706,Gm49965
3707,Ear2
3708,Gm32857
3709,Gm5930
3710,ENSMUSG00000121411
3711,4930431P03Rik
3712,Gm17173
3713,Ptger2
3714,Gm15601
3715,Gm15222
3716,Rubie
3717,Gm15562
3718,Lgals3
3719,Peli2
3720,Otx2os1
3721,Gm48940
3722,Rnase2a
3723,Ear6
3724,Gm49256
3725,Supt16
3726,Or10g1b
3727,Or4e1
3728,Or4e5
3729,Trav6-2
3730,Trav14n-3
3731,Trav16
3732,Trdv4
3733,Trdc
3734,Trac
3735,Abhd4
3736,5330426L24Rik
3737,Psmb11
3738,Gm31251
3739,Cpne6
3740,Gm10876
3741,Gm15932
3742,Tgm1
3743,Ltb4r1
3744,Adcy4
3745,Cma1
3746,Mcpt4
3747,Mcpt8
3748,Ctsg
3749,Gzmf
3750,Gzmc
3751,Gzmb
3752,Gjb2
3753,Gjb6
3754,1700039M10Rik
3755,Fgf9
3756,Gm29266
3757,C1qtnf9
3758,Tnfrsf19
3759,Sgcg
3760,Arl11
3761,Gm35419
3762,Gm56754
3763,Blk
3764,Sox7
3765,4930471C04Rik
3766,Prss52
3767,Msra
3768,Pnoc
3769,Scara5
3770,Clu
3771,Ptk2b
3772,Adra1a
3773,Ebf2
3774,Gm31107
3775,Nefm
3776,Nefl
3777,Adam7
3778,Stc1
3779,Slc25a37
3780,Loxl2
3781,Rhobtb2
3782,Pebp4
3783,Gm33524
3784,Egr3
3785,Piwil2
3786,Hr
3787,Gm41206
3788,Cysltr2
3789,Gm17233
3790,Gm49164
3791,Gm49171
3792,Htr2a
3793,Lrrc63
3794,2900040C04Rik
3795,Tsc22d1
3796,Enox1
3797,Tnfsf11
3798,Dgkh
3799,Gm30716
3800,Gm49016
3801,Gm4632
3802,Rgcc
3803,Olfm4
3804,Pcdh17
3805,9630013A20Rik
3806,Gm32913
3807,Gm48942
3808,Pcdh9
3809,Klhl1
3810,Dach1
3811,Gm56750
3812,Tbc1d4
3813,Lmo7
3814,4933432I03Rik
3815,Gm34643
3816,Acod1
3817,Ednrb
3818,Gm6145
3819,Slitrk6
3820,Gm30439
3821,Gpc5
3822,Gm20713
3823,Gpc6
3824,Dct
3825,Abcc4
3826,Gm27198
3827,Cldn10
3828,Hs6st3
3829,Farp1
3830,Dock9
3831,Gpr183
3832,Gm10837
3833,Gm33906
3834,Itgbl1
3835,Fgf14
3836,Ghr
3837,Dab2
3838,Gm2245
3839,Osmr
3840,Egflam
3841,Gm49207
3842,Gdnf
3843,Gm49249
3844,Slc1a3
3845,Ranbp3l
3846,Il7r
3847,Spef2
3848,Prlr
3849,Rai14
3850,Gm10389
3851,C1qtnf3
3852,Slc45a2
3853,Adamts12
3854,Npr3
3855,1700047G03Rik
3856,Gm34759
3857,Gm49240
3858,Pdzd2
3859,Cdh9
3860,Gm49128
3861,Cdh10
3862,Cdh12
3863,Acot10
3864,Cdh18
3865,Gm2824
3866,9230109A22Rik
3867,Myo10
3868,Fbxl7
3869,Otulinl
3870,Dnah5
3871,Ctnnd2
3872,Ankrd33b
3873,Sema5a
3874,Gm32618
3875,Sdc2
3876,Erich5
3877,4930413F20Rik
3878,Rgs22
3879,Spag1
3880,Gm56703
3881,Gm10384
3882,Gm15941
3883,Gm49313
3884,Gm35248
3885,1100001I12Rik
3886,Baalc
3887,Fzd6
3888,Gm49786
3889,Cthrc1
3890,Rims2
3891,Dcstamp
3892,Zfpm2
3893,Gm49439
3894,Angpt1
3895,Trps1
3896,Samd12
3897,Mal2
3898,Ccn3
3899,Enpp2
3900,Sntb1
3901,Gm46516
3902,Fam83a
3903,Atad2
3904,Gm20712
3905,Gm36617
3906,Gm56717
3907,Gm19510
3908,Gm2682
3909,Gm41331
3910,A1bg
3911,Gsdmc3
3912,Adcy8
3913,Hhla1
3914,Kcnq3
3915,Tg
3916,Sla
3917,Gm17035
3918,St3gal1
3919,Fam135b
3920,Kcnk9
3921,Gm49460
3922,Dennd3
3923,Mroh4
3924,Ly6d
3925,Ly6i
3926,Ly6a
3927,Ly6c1
3928,Ly6c2
3929,Ly6a2
3930,Ly6g
3931,Ly6h
3932,Gpihbp1
3933,Iqank1
3934,Plec
3935,Mirt2
3936,Scx
3937,Dgat1
3938,Adck5
3939,Apol7b
3940,Apol10b
3941,Apol11b
3942,Pvalb
3943,Ncf4
3944,Csf2rb2
3945,Csf2rb
3946,Il2rb
3947,Lgals2
3948,1700027A07Rik
3949,Lgals1
3950,Gm10863
3951,Gm16575
3952,Cacna1i
3953,Enthd1
3954,Grap2
3955,Sgsm3
3956,4930407I10Rik
3957,Gm56734
3958,Gm56730
3959,Gm29019
3960,Nfam1
3961,A4galt
3962,Scube1
3963,Sult4a1
3964,Parvb
3965,Ppara
3966,4930543I03Rik
3967,Gm56691
3968,Gm33049
3969,Ttll8
3970,Mlc1
3971,Mov10l1
3972,Tymp
3973,4930423K06Rik
3974,Odf3b
3975,Syce3
3976,Gm41381
3977,Shank3
3978,Syt10
3979,Cpne8
3980,Slc2a13
3981,Lrrk2
3982,Cntn1
3983,Pdzrn4
3984,Adamts20
3985,Dbx2
3986,Arid2
3987,Gm56745
3988,Slc38a1
3989,Gm56740
3990,Gm56719
3991,Rnd1
3992,5730414N17Rik
3993,Rhebl1
3994,Tuba1a
3995,1700120C14Rik
3996,Gm49484
3997,Gm34939
3998,Gm17057
3999,Acvrl1
4000,Tamalin
4001,Gm35853
4002,Krt81
4003,Krt86
4004,Krt83
4005,Krt8
4006,Krt18
4007,Tns2
4008,Igfbp6
4009,Soat2
4010,Gm10337
4011,Gm56725
4012,Gm36560
4013,D930007P13Rik
4014,Gpr84
4015,Glycam1
4016,Mefv
4017,Gm41409
4018,Rbfox1
4019,Mettl22
4020,Gm30371
4021,Grin2a
4022,Prm2
4023,Shisa9
4024,Mrtfb
4025,Gm53058
4026,Pla2g10
4027,Marf1
4028,Myh11
4029,Gm33696
4030,Cebpd
4031,Igll1
4032,Vpreb1a
4033,Aifm3
4034,Vpreb1b
4035,Cldn5
4036,2010309G21Rik
4037,Iglc1
4038,Iglc3
4039,Iglv1
4040,Iglc2
4041,Gm56600
4042,Iglv3
4043,Klhl6
4044,Cyp2ab1
4045,Dgkg
4046,Crygs
4047,Kng1
4048,Adipoq
4049,B630019A10Rik
4050,Gm31583
4051,Gm31814
4052,P3h2
4053,Cldn1
4054,Tmem207
4055,Il1rap
4056,Gm10823
4057,Fgf12
4058,Atp13a5
4059,Atp13a4
4060,Hes1
4061,Gm49756
4062,Gm34680
4063,Tfrc
4064,Heg1
4065,Kalrn
4066,Mylk
4067,Hacd2
4068,Sema5b
4069,Gm26838
4070,Stfa2l1
4071,Cstdc4
4072,Csta3
4073,Csta2
4074,Stfa1
4075,Cstdc5
4076,Stfa2
4077,Stfa3
4078,Casr
4079,Cd86
4080,Gm56626
4081,4930565N06Rik
4082,Fbxo40
4083,Fstl1
4084,Gpr156
4085,Cfap91
4086,Pla1a
4087,D930030I03Rik
4088,Cd80
4089,Arhgap31
4090,Gm36903
4091,Lsamp
4092,Gap43
4093,Gm19522
4094,Drd3
4095,Gramd1c
4096,Sidt1
4097,Cfap44
4098,Boc
4099,Cd200r3
4100,Ccdc80
4101,Btla
4102,Cd200
4103,Cd200l1
4104,Gm15591
4105,Phldb2
4106,Plcxd2
4107,6430553K19Rik
4108,Trat1
4109,Retnlb
4110,Retnla
4111,Retnlg
4112,Gm56615
4113,Gm15518
4114,Gm4827
4115,G730013B05Rik
4116,4930542D17Rik
4117,Cblb
4118,Alcam
4119,Abi3bp
4120,Gm26800
4121,4921517D16Rik
4122,Col8a1
4123,Gpr15
4124,Or5k1
4125,Epha6
4126,Gm18870
4127,Epha3
4128,Gm36457
4129,Cadm2
4130,Robo1
4131,Robo2
4132,Samsn1
4133,Gm45030
4134,E330011O21Rik
4135,Ncam2
4136,Mir155hg
4137,Jam2
4138,Gm49227
4139,Cyyr1
4140,Adamts1
4141,4930556C24Rik
4142,Gm32461
4143,Map3k7cl
4144,Gm41485
4145,Gm56623
4146,Gm17518
4147,Mrap
4148,Cfap298
4149,Fam243
4150,Clic6
4151,Gm49722
4152,Gm49723
4153,Dop1b
4154,Sim2
4155,Vps26c
4156,Gm56630
4157,Erg
4158,1600002D24Rik
4159,Gm15340
4160,Gm56607
4161,Gm49953
4162,Lca5l
4163,Itgb2l
4164,Pcp4
4165,Dscam
4166,Gm32509
4167,Gm32432
4168,Tmprss2
4169,Tiam2
4170,1700102H20Rik
4171,Sytl3
4172,Gm2885
4173,1700122H20Rik
4174,Gm1604b
4175,Rps6ka2
4176,Fndc1
4177,E430024P14Rik
4178,T
4179,Pde10a
4180,1700010I14Rik
4181,4930452A19Rik
4182,Gm16168
4183,Plg
4184,Slc22a3
4185,Slc22a2
4186,Airn
4187,Gm49959
4188,Gm49958
4189,Acat3
4190,Tcp10b
4191,Unc93a
4192,Tcte2
4193,Smoc2
4194,Dynlt2a3
4195,Prdm9
4196,Fpr1
4197,Fpr2
4198,Fpr3
4199,Vmn2r96
4200,Vmn2r97
4201,Gm56906
4202,Zfp53
4203,Zfp229
4204,Vmn2r111
4205,Vmn2r114
4206,Gm49092
4207,Zfp13
4208,Zscan10
4209,Cldn6
4210,Dcpp1
4211,Dcpp2
4212,Sbpl
4213,Prss22
4214,BC028777
4215,Ccnf
4216,Gm50062
4217,Caskin1
4218,Nherf2
4219,Npw
4220,Rpl3l
4221,Msrb1
4222,Gm50022
4223,Tmem204
4224,Ccdc154
4225,Prss34
4226,Tpsab1
4227,Tpsb2
4228,Gng13
4229,1700022N22Rik
4230,Rgs11
4231,Gm50013
4232,Gm50269
4233,Gm34455
4234,Dusp1
4235,Gm50275
4236,Gm17218
4237,Gm41555
4238,9630028I04Rik
4239,Gm10505
4240,Gm15597
4241,Gm49874
4242,Tulp1
4243,Armc12
4244,Pnpla1
4245,Stk38
4246,Gm16196
4247,Rab44
4248,Gm46603
4249,Gm26885
4250,Gm56894
4251,Pim1
4252,Gm20161
4253,Umodl1
4254,Tff2
4255,Rsph1
4256,Pde9a
4257,4833413E03Rik
4258,Gm30509
4259,Gm56923
4260,Notch3
4261,Pglyrp2
4262,Cyp4f15
4263,Gm50046
4264,Myo1f
4265,Angptl4
4266,Kank3
4267,H2-DMb2
4268,Gm15821
4269,H2-Ab1
4270,H2-Aa
4271,H2-Eb1
4272,Btnl2
4273,Egfl8
4274,Tnxb
4275,C4b
4276,C4a
4277,Cfb
4278,Slc44a4
4279,Hspa1b
4280,Hspa1a
4281,D17H6S56E-5
4282,Mpig6b
4283,Ltb
4284,Tnf
4285,Lta
4286,H2-Q7
4287,H2-Q10
4288,Sfta2
4289,Muc21
4290,Gm56879
4291,Ier3
4292,Tubb5
4293,Gm11127
4294,H2-Bl
4295,Gm7030
4296,Trim10
4297,Trim40
4298,Or2h1
4299,Or12d12
4300,Or1o1
4301,Or5v1b
4302,Rhag
4303,Ptchd4
4304,Adgrf5
4305,Ankrd66
4306,Pla2g7
4307,Clic5
4308,Runx2
4309,Runx2os2
4310,Nfkbie
4311,Vegfa
4312,Cul9
4313,Ptcra
4314,Guca1a
4315,Tomm6os
4316,Foxp4
4317,9830107B12Rik
4318,A530064D06Rik
4319,Trem1
4320,Trem3
4321,Treml4
4322,Apobec2
4323,Tspo2
4324,Unc5cl
4325,Lrfn2
4326,Gm20540
4327,Satb1
4328,Gm20098
4329,Kcnh8
4330,Slc5a7
4331,Adgre4
4332,Ebi3
4333,Lrg1
4334,Gm56918
4335,Catsperd
4336,Acer1
4337,Tnfsf9
4338,Cd70
4339,Tnfsf14
4340,C3
4341,Adgre1
4342,Cntnap5c
4343,Pdzph1
4344,Nudt12os
4345,Efna5
4346,Man2a1
4347,Ptprm
4348,Lama1
4349,Gm49944
4350,Akain1
4351,Dlgap1
4352,5031415H12Rik
4353,Gm41609
4354,Myom1
4355,Emilin2
4356,Togaram2
4357,Xdh
4358,Ltbp1
4359,Gm4710
4360,Cdc42ep3
4361,Cyp1b1
4362,Galm
4363,Ttc39d
4364,4933433H22Rik
4365,Gm56922
4366,Six2
4367,Gm30117
4368,Epas1
4369,0610012D04Rik
4370,Stpg4
4371,Gm46587
4372,Kcnk12
4373,Gm26612
4374,Nrxn1
4375,Bambi
4376,Gm50023
4377,Jcad
4378,Gm41659
4379,Svil
4380,Gm26575
4381,Zeb1
4382,Gm41664
4383,Odad2
4384,Mpp7
4385,Colec12
4386,Ankrd29
4387,Lama3
4388,Gm53018
4389,Taf4b
4390,Kctd1
4391,Aqp4
4392,Cdh2
4393,Ttr
4394,Rnf125
4395,Garem1
4396,Klhl14
4397,Nol4
4398,Dtna
4399,Gm15972
4400,Celf4
4401,Gm33228
4402,Rit2
4403,Syt4
4404,Lims2
4405,Gpr17
4406,Tslp
4407,Camk4
4408,Epb41l4a
4409,Gm36037
4410,Mzb1
4411,Gm29417
4412,Nrg2
4413,Hbegf
4414,Slc4a9
4415,Cd14
4416,Pcdhb1
4417,Pcdhb19
4418,Slc25a2
4419,2010320O07Rik
4420,9630014M24Rik
4421,Arhgap26
4422,Gm15336
4423,Gm30961
4424,Kctd16
4425,Sh3rf2
4426,Ppp2r2b
4427,Stk32a
4428,Dpysl3
4429,Mcc
4430,Kcnn2
4431,A330093E20Rik
4432,Gm4107
4433,Gm49975
4434,Gm5095
4435,Tnfaip8
4436,Prr16
4437,Lox
4438,1700034E13Rik
4439,Sncaip
4440,Prdm6
4441,Gramd3
4442,Lmnb1
4443,Marchf3
4444,Gm15345
4445,Ccdc192
4446,Chsy3
4447,Gm4951
4448,Iigp1
4449,Smim3
4450,Cd74
4451,Arsi
4452,Camk2a
4453,Pdgfrb
4454,Carmn
4455,Ablim3
4456,Htr4
4457,Apcdd1
4458,Alpk2
4459,Gm41757
4460,Gm50221
4461,Malt1
4462,Gm50115
4463,Gm50462
4464,Gm30094
4465,Gm15958
4466,Pmaip1
4467,Cidea
4468,Mc2r
4469,Rab27b
4470,Dcc
4471,Mro
4472,Mapk4
4473,Myo5b
4474,Acaa2
4475,Lipg
4476,F830208F22Rik
4477,Siglec15
4478,Setbp1
4479,Gm41790
4480,Mbp
4481,Gm50350
4482,Gm50351
4483,4930445N18Rik
4484,Gm16146
4485,Neto1
4486,Dok6
4487,Gm18280
4488,1700030N03Rik
4489,Gm36608
4490,Aldh3b2
4491,Gstp3
4492,Cdk2ap2
4493,Gm50152
4494,A930001C03Rik
4495,Ccdc87
4496,Cd248
4497,D330050I16Rik
4498,Gm56655
4499,Ctsw
4500,Gm16538
4501,Slc22a20
4502,Capn1
4503,Gm14963
4504,Gm14965
4505,Slc22a12
4506,Ccdc88b
4507,Kcnk4
4508,Slc22a8
4509,Slc22a6
4510,9830166K06Rik
4511,Lrrn4cl
4512,Ahnak
4513,Scgb1a1
4514,Gm9750
4515,Syt7
4516,Ppp1r32
4517,Cd5
4518,A430093F15Rik
4519,Cd6
4520,Ptgdr2
4521,AW112010
4522,Ms4a20
4523,Ms4a19
4524,Ms4a1
4525,Ms4a7
4526,Ms4a4a
4527,Gm56663
4528,Ms4a4c
4529,Ms4a4b
4530,Ms4a6c
4531,Gm8369
4532,Ms4a6b
4533,Ms4a4d
4534,Ms4a6d
4535,Ms4a2
4536,Ms4a3
4537,Oosp1
4538,Or10v1
4539,Or4d10
4540,Dtx4
4541,A330040F15Rik
4542,Fam111a
4543,Gm4952
4544,C130060C02Rik
4545,Gna14
4546,Vps13a
4547,Gm50277
4548,Gcnt1
4549,Pcsk5
4550,Nmrk1
4551,Rorb
4552,Gm41815
4553,1500015L24Rik
4554,Anxa1
4555,C730002L08Rik
4556,Aldh1a1
4557,Tmc1
4558,Gm32750
4559,Gm52981
4560,Gda
4561,Trpm3
4562,Gm50136
4563,Pip5k1b
4564,Tmem252
4565,Glis3
4566,D930032P07Rik
4567,Slc1a1
4568,Spata6l
4569,Cd274
4570,Pdcd1lg2
4571,A930007I19Rik
4572,Mlana
4573,Il33
4574,Gldc
4575,Prkg1
4576,Sgms1
4577,Gm50210
4578,Gm56634
4579,Lipm
4580,Ankrd22
4581,Acta2
4582,Fas
4583,Ch25h
4584,Ifit2
4585,Ifit3
4586,Ifit1bl2
4587,Ifit1
4588,Slc16a12
4589,A830019P07Rik
4590,Htr7
4591,Kif11
4592,Gm32342
4593,Cyp26a1
4594,Myof
4595,Rbp4
4596,Pde6c
4597,Lgi1
4598,Plce1
4599,Sorbs1
4600,Gm27042
4601,Entpd1
4602,Cc2d2b
4603,E030044B06Rik
4604,Blnk
4605,Dntt
4606,Opalin
4607,Pik3ap1
4608,Slit1
4609,Gm19437
4610,Hpse2
4611,Cutc
4612,Nt5c2
4613,Ina
4614,Calhm3
4615,Neurl1a
4616,Cfap43
4617,Cfap58
4618,Sorcs3
4619,Sorcs1
4620,1700054A03Rik
4621,Mirt1
4622,4833407H14Rik
4623,Adra2a
4624,Gucy2g
4625,Nrap
4626,Vwa2
4627,Ablim1
4628,Atrnl1
4629,Gfra1
4630,Gm4219
4631,Grk5
4632,Shroom4
4633,Dgkk
4634,Akap4
4635,Plp2
4636,Magix
4637,Gata1
4638,Gm6787
4639,Slc38a5
4640,Cybb
4641,Tspan7
4642,2010308F09Rik
4643,Nyx
4644,Gpr82
4645,Maoa
4646,Efhc2
4647,Dipk2b
4648,Gm14636
4649,Timp1
4650,Tesl1
4651,Zcchc12
4652,Lonrf3
4653,Gm14569
4654,Rhox12
4655,Gria3
4656,Tenm1
4657,Dcaf12l2
4658,Dcaf12l1
4659,Aifm1
4660,Frmd7
4661,Mbnl3
4662,Gpc3
4663,A630012P03Rik
4664,C430049B03Rik
4665,Plac1
4666,Cd40lg
4667,Arhgef6
4668,Gpr101
4669,Zic3
4670,Fgf13
4671,Mcf2
4672,Cdr1os
4673,Cdr1
4674,Slitrk4
4675,Slitrk2
4676,Aff2
4677,1700111N16Rik
4678,Mtm1
4679,Gm16189
4680,Gpr50
4681,Gabra3
4682,Xlr5a
4683,Xlr4c
4684,Bgn
4685,Abcd1
